>Title;When Ultrasonic Sensors and Computer Vision Join Forces for Efficient Obstacle Detection and Recognition.
>Date;24/10/2016
>Journal;Sensors (Basel)
>Country;Switzerland
>Conflict;The authors declare no conflict of interest.
