>Title;Detecting Steps Walking at very Low Speeds Combining Outlier Detection, Transition Matrices and Autoencoders from Acceleration Patterns.
>Date;28/09/2017
>Journal;Sensors (Basel)
>Country;Switzerland
>Conflict;The authors declare no conflict of interest.
