>Title;Artificial Neural Network and Genetic Algorithm Hybrid Intelligence for Predicting Thai Stock Price Index Trend.
>Date;17/10/2016
>Journal;Comput Intell Neurosci
>Country;United States
>Conflict;The authors declare that there is no conflict of interests regarding the publication of this paper.
